Feature ID	2M-Total	4M-Total	6m-Total	2M-HS-Total	4M-HS-Total	6M-HS-Total
CGI_10000766	36	89	30	47	19	13
CGI_10000767	106	59	61	107	16	5
CGI_10000768	199	120	146	278	123	110
CGI_10000769	13	11	13	3	0	3
CGI_10000770	1913	180	141	715	19	24
CGI_10000772	63	72	25	18	39	7
CGI_10000773	12	5	66	16	1	15
CGI_10000774	3993	1047	1250	3946	1182	715
CGI_10000775	0	8	0	1	7	1
CGI_10000776	582	655	675	734	721	417
CGI_10000778	84	58	91	90	73	70
CGI_10000779	161	130	124	149	31	13
CGI_10000780	8	0	1	7	0	1
CGI_10000781	0	0	0	0	0	0
CGI_10000782	0	0	0	0	0	0
CGI_10000783	3	1	0	2	1	2
CGI_10000785	62	16	36	32	4	3
CGI_10000786	24	40	69	24	18	4
CGI_10000787	9	13	12	6	3	12
CGI_10000788	25	30	8	67	37	19
CGI_10000789	456	327	240	447	220	149
CGI_10000790	139	138	86	187	125	87
CGI_10000792	5	1	26	4	0	9
CGI_10000793	299	277	385	288	280	315
CGI_10000794	0	0	2	2	3	0
CGI_10000795	88	142	55	226	153	80
CGI_10000796	49	63	39	50	51	11
CGI_10000799	0	0	0	0	0	0
CGI_10000800	0	0	0	0	0	0
CGI_10000801	0	0	0	0	0	0
CGI_10000803	0	0	0	0	0	0
CGI_10000804	3	4	2	3	0	0
CGI_10000805	10	1	1	21	2	3
CGI_10000806	0	0	0	0	0	0
CGI_10000807	18	11	10	11	2	4
CGI_10000808	0	0	0	0	0	0
CGI_10000809	2	3	0	2	5	3
CGI_10000810	8	18	3	6	0	3
CGI_10000811	448	423	256	351	194	113
CGI_10000812	81	37	45	61	29	18
CGI_10000813	2	1	0	0	1	0
CGI_10000814	49	53	5	13	9	8
CGI_10000815	2	0	2	4	0	5
CGI_10000816	12	11	7	23	10	2
CGI_10000817	53	11	10	80	17	18
CGI_10000818	610	315	254	758	202	162
CGI_10000819	3	3	2	0	0	7
CGI_10000820	319	226	290	144	203	169
CGI_10000821	33	42	20	53	10	12
CGI_10000822	149	174	114	133	53	31
CGI_10000823	1	24	3	4	43	0
CGI_10000824	0	2	0	0	2	0
CGI_10000825	2	0	0	1	1	2
CGI_10000826	23	19	1	32	11	1
CGI_10000827	0	0	0	0	0	1
CGI_10000828	6	2	4	2	0	4
CGI_10000829	0	0	0	0	0	0
CGI_10000836	29	43	8	12	52	10
CGI_10000837	39	70	47	28	75	45
CGI_10000838	21	14	32	26	25	16
CGI_10000839	416	273	366	1575	307	351
CGI_10000840	25	16	8	40	32	29
CGI_10000841	5	4	0	5	2	0
CGI_10000842	9	15	15	14	8	5
CGI_10000843	20	43	47	28	20	33
CGI_10000844	14	19	17	18	33	9
CGI_10000846	0	0	0	0	0	0
CGI_10000847	2	1	0	0	0	0
CGI_10000848	28	32	49	43	9	6
CGI_10000850	49	54	70	111	34	33
CGI_10000851	45	55	58	85	44	63
CGI_10000852	1652	1139	1606	609	234	241
CGI_10000853	251	247	275	87	30	21
CGI_10000854	60	1715	106	156	5344	254
CGI_10000855	22	30	6	11	6	3
CGI_10000856	423	185	303	580	277	365
CGI_10000858	2	2	0	0	0	0
CGI_10000859	63	63	31	64	23	22
CGI_10000860	877	969	513	326	66	160
CGI_10000861	5	7	3	6	3	0
CGI_10000862	2	10	2	0	5	1
CGI_10000863	27	7	11	16	13	4
CGI_10000864	135	184	116	162	29	24
CGI_10000865	835	747	661	688	412	406
CGI_10000866	3445	1973	3503	2146	1520	1187
CGI_10000867	66	44	35	43	15	8
CGI_10000868	0	0	0	0	0	0
CGI_10000869	70	43	32	31	72	29
CGI_10000870	99	136	75	174	56	41
CGI_10000871	141	215	182	66	37	19
CGI_10000872	4	2	3	1	0	1
CGI_10000873	1	0	1	0	1	0
CGI_10000874	13	81	4	35	136	21
CGI_10000875	0	23	0	0	31	1
CGI_10000876	1	0	0	3	0	0
CGI_10000877	1000	379	561	247	31	28
CGI_10000878	65	46	56	86	19	57
CGI_10000879	68	81	31	72	23	14
CGI_10000880	12	10	10	16	16	12
CGI_10000881	0	0	0	3	0	0
CGI_10000882	13	32	15	7	40	19
CGI_10000883	10	22	12	6	15	4
CGI_10000884	175	56	74	180	91	91
CGI_10000885	0	2	0	0	0	0
CGI_10000886	157	216	232	42	43	12
CGI_10000887	13	15	1	19	6	1
CGI_10000888	18	17	72	15	11	26
CGI_10000889	3	8	1	7	3	0
CGI_10000890	85	40	46	202	88	82
CGI_10000891	308	267	122	223	379	386
CGI_10000893	38	5	17	29	7	3
CGI_10000894	21	11	7	8	2	0
CGI_10000895	108	73	45	106	71	63
CGI_10000897	46	66	32	40	34	17
CGI_10000898	65	63	67	116	71	42
CGI_10000899	60	55	49	34	35	16
CGI_10000900	4	2	6	10	0	1
CGI_10000901	28	72	29	21	8	4
CGI_10000902	482	312	385	590	286	260
CGI_10000903	0	0	0	0	0	0
CGI_10000904	67	44	58	60	23	6
CGI_10000905	5153	3407	4669	3967	3183	2575
CGI_10000906	95	58	41	115	26	11
CGI_10000907	407	186	247	427	340	283
CGI_10000908	1	0	10	0	1	3
CGI_10000909	68	38	67	108	72	120
CGI_10000910	322	30	175	319	39	365
CGI_10000911	0	0	0	0	0	0
CGI_10000912	18	35	32	28	45	53
CGI_10000913	296	85	43	122	10	18
CGI_10000914	9	15	0	8	71	0
CGI_10000915	33	43	31	79	27	22
CGI_10000916	3	5	0	3	4	0
CGI_10000917	0	0	0	0	0	0
CGI_10000918	53	30	29	41	13	32
CGI_10000919	209	96	95	123	96	25
CGI_10000920	34	9	13	32	5	11
CGI_10000921	1	1	4	0	1	2
CGI_10000922	1	1	0	1	0	0
CGI_10000923	15	12	8	35	8	5
CGI_10000930	0	1	0	0	2	0
CGI_10000931	14	14	22	16	13	14
CGI_10000932	63	65	70	26	24	7
CGI_10000933	39	17	122	102	84	211
CGI_10000934	157	112	38	108	50	22
CGI_10000935	722	559	428	922	247	202
CGI_10000936	14	29	3	88	216	4
CGI_10000937	0	0	0	1	0	0
CGI_10000938	1	3	0	3	8	0
CGI_10000940	5	18	7	2	1	0
CGI_10000941	130	167	72	128	38	31
CGI_10000942	163	137	126	14	13	6
CGI_10000943	502	314	645	364	37	31
CGI_10000944	13	19	7	8	0	3
CGI_10000945	2	2	1	0	1	0
CGI_10000947	2007	2445	1604	207	108	45
CGI_10000948	1095	1079	684	90	38	10
CGI_10000949	0	0	1	0	0	0
CGI_10000950	0	11	0	0	3	1
CGI_10000951	59	31	35	76	51	24
CGI_10000952	0	0	0	1	1	0
CGI_10000953	108	76	97	98	26	24
CGI_10000954	99	95	59	229	60	76
CGI_10000955	28	29	28	62	39	20
CGI_10000956	20	11	3	28	3	5
CGI_10000958	63	31	26	59	32	18
CGI_10000959	0	1	1	0	7	0
CGI_10000960	602	417	74	644	361	139
CGI_10000961	322	173	43	495	411	89
CGI_10000964	118	19	38	45	14	25
CGI_10000967	13	31	14	10	27	8
CGI_10000968	266	213	63	651	543	103
CGI_10000969	1	1	1	0	1	0
CGI_10000972	87	37	69	25	16	32
CGI_10000974	181	106	168	230	96	78
CGI_10000975	592	474	383	544	280	253
CGI_10000976	58	17	24	59	16	40
CGI_10000977	0	0	0	0	0	0
CGI_10000978	967	701	892	733	423	465
CGI_10000979	106	30	32	94	20	22
CGI_10000980	422	262	207	265	89	61
CGI_10000981	3	0	0	2	0	3
CGI_10000982	540	413	81	1197	1097	299
CGI_10000983	2655	2373	391	4901	3078	1373
CGI_10000985	34	71	36	179	168	52
CGI_10000986	37	27	62	17	48	46
CGI_10000987	42	41	22	43	40	11
CGI_10000988	32	13	64	20	6	23
CGI_10000989	1	0	1	0	2	0
CGI_10000990	13	24	9	46	11	10
CGI_10000991	8	22	9	4	9	4
CGI_10000992	2	2	3	0	0	0
CGI_10000993	161	131	56	89	25	15
CGI_10000994	305	876	235	293	520	146
CGI_10000995	586	447	510	706	354	309
CGI_10000996	0	0	0	0	0	0
CGI_10000997	2	0	11	0	2	26
CGI_10000998	18	4	22	9	2	10
CGI_10000999	8	5	16	12	7	9
CGI_10001000	9	3	1	2	3	7
CGI_10001001	20	4	16	6	0	1
CGI_10001002	41	30	16	26	28	6
CGI_10001003	161	130	181	111	52	88
CGI_10001004	83	44	70	117	35	41
CGI_10001005	605	396	310	666	181	136
CGI_10001007	1	4	6	9	2	2
CGI_10001008	74	15	31	64	10	26
CGI_10001009	1	0	0	4	2	0
CGI_10001010	372	324	260	357	80	57
CGI_10001011	13	15	3	11	2	3
CGI_10001012	2	4	3	3	3	2
CGI_10001013	421	300	285	69	21	26
CGI_10001014	114	182	356	49	81	58
CGI_10001015	144	81	97	62	51	35
CGI_10001016	12	7	20	13	23	2
CGI_10001017	142	137	76	132	33	10
CGI_10001018	776	195	417	180	32	160
CGI_10001019	85	20	41	22	0	7
CGI_10001020	152	42	60	22	1	14
CGI_10001021	78	283	709	298	676	735
CGI_10001022	30	33	24	22	21	15
CGI_10001023	13	9	9	12	19	6
CGI_10001024	7	0	1	1	0	0
CGI_10001025	23	18	21	31	53	52
CGI_10001026	19	40	6	10	5	3
CGI_10001027	10	2	7	0	2	2
CGI_10001028	25	21	10	33	12	6
CGI_10001029	0	0	0	0	0	0
CGI_10001031	0	0	0	0	0	0
CGI_10001033	0	0	0	0	0	0
CGI_10001034	0	0	0	0	0	0
CGI_10001038	0	0	0	0	0	0
CGI_10001039	51	76	38	70	37	25
CGI_10001040	24	95	28	26	44	9
CGI_10001041	0	1	2	0	0	0
CGI_10001042	1	3	11	0	4	4
CGI_10001043	280	155	196	53	15	10
CGI_10001044	13	9	7	16	3	0
CGI_10001045	1	0	0	1	0	0
CGI_10001046	1	3	4	0	3	0
CGI_10001047	402	341	168	683	250	164
CGI_10001048	2	1	2	1	4	4
CGI_10001049	877	600	500	1275	1859	793
CGI_10001050	310	316	141	495	207	71
CGI_10001051	183	69	161	161	71	124
CGI_10001052	80	37	26	112	49	26
CGI_10001053	6	2	1	0	0	0
CGI_10001055	0	0	0	0	0	0
CGI_10001056	37	28	48	48	28	44
CGI_10001057	76	23	41	88	17	32
CGI_10001058	2	1	1	0	0	1
CGI_10001059	25	14	30	21	10	14
CGI_10001060	0	1	0	0	0	0
CGI_10001061	22	4	6	13	6	13
CGI_10001062	2	8	4	8	11	1
CGI_10001063	64	22	59	46	12	7
CGI_10001064	28	11	14	3	1	2
CGI_10001065	11	9	9	3	3	2
CGI_10001066	197	94	37	236	175	51
CGI_10001067	114	36	42	45	9	5
CGI_10001068	65	18	36	31	9	29
CGI_10001069	66	44	50	110	41	50
CGI_10001070	184	616	450	144	90	41
CGI_10001071	1	14	3	6	0	0
CGI_10001072	14	16	15	43	6	2
CGI_10001073	16	7	7	21	15	9
CGI_10001074	42	33	13	40	38	58
CGI_10001075	82	9	57	50	15	51
CGI_10001076	134	6	24	104	6	12
CGI_10001077	7	7	17	19	18	15
CGI_10001078	519	358	182	363	408	217
CGI_10001089	334	340	231	515	398	313
CGI_10001090	0	4	4	3	1	2
CGI_10001091	15	26	11	21	17	14
CGI_10001092	5	6	4	5	0	3
CGI_10001093	8	2	5	2	0	1
CGI_10001094	20	15	16	9	4	26
CGI_10001095	3	4	0	1	0	10
CGI_10001096	435	271	238	301	217	130
CGI_10001097	8	7	3	7	3	0
CGI_10001098	4	1	0	2	1	2
CGI_10001099	16	12	4	18	12	9
CGI_10001100	395	230	160	426	173	97
CGI_10001102	236	466	272	360	320	219
CGI_10001103	45	27	29	34	2	3
CGI_10001104	11	11	6	13	7	5
CGI_10001105	0	0	0	0	0	0
CGI_10001106	339	678	40	109	402	110
CGI_10001107	10	17	12	9	4	3
CGI_10001108	71	39	23	29	21	4
CGI_10001109	269	124	73	266	113	36
CGI_10001110	1117	585	826	1621	1301	988
CGI_10001111	90	46	234	190	161	158
CGI_10001112	1	6	6	6	3	1
CGI_10001113	61	55	44	67	66	29
CGI_10001114	124	160	70	150	37	41
CGI_10001115	20	18	16	2	3	6
CGI_10001116	257	173	104	395	113	119
CGI_10001117	58	52	32	54	10	6
CGI_10001118	59	90	29	53	22	5
CGI_10001119	14	8	5	22	43	3
CGI_10001120	13	9	7	5	2	7
CGI_10001121	34	17	29	33	17	11
CGI_10001122	8	15	66	17	26	58
CGI_10001123	108	80	112	107	90	124
CGI_10001124	115	44	57	97	70	31
CGI_10001125	6	7	1	1	5	2
CGI_10001126	789	632	772	935	261	274
CGI_10001127	532	546	571	457	180	154
CGI_10001128	51	26	14	34	6	4
CGI_10001129	121	129	111	122	48	29
CGI_10001130	141	47	85	176	153	110
CGI_10001131	78	23	55	122	160	87
CGI_10001132	24	26	11	94	79	51
CGI_10001134	0	0	0	0	0	0
CGI_10001135	30	14	9	25	7	8
CGI_10001136	483	307	244	337	109	31
CGI_10001137	22	23	8	21	0	2
CGI_10001138	15	19	8	13	5	3
CGI_10001139	42	47	31	14	8	3
CGI_10001142	0	0	0	0	0	0
CGI_10001150	83	88	83	106	58	42
CGI_10001151	282	384	361	159	191	114
CGI_10001152	27	34	36	78	21	2
CGI_10001153	7	6	1	3	3	2
CGI_10001154	1	3	1	0	0	0
CGI_10001155	1	0	2	0	0	1
CGI_10001156	34	23	30	61	9	19
CGI_10001157	26	42	17	34	29	35
CGI_10001158	1	3	0	0	0	1
CGI_10001160	92	72	64	66	85	50
CGI_10001161	5	2	3	10	4	8
CGI_10001162	256	86	77	69	96	123
CGI_10001163	57	4	6	63	1	0
CGI_10001164	0	0	0	4	0	2
CGI_10001165	852	619	569	1273	559	260
CGI_10001166	7	12	4	8	3	0
CGI_10001167	11	19	10	26	16	20
CGI_10001168	121	83	96	76	32	54
CGI_10001169	8	24	57	11	20	59
CGI_10001170	165	148	70	228	134	83
CGI_10001171	6	20	0	0	10	9
CGI_10001172	2	3	3	1	0	0
CGI_10001173	18	20	10	19	11	7
CGI_10001174	66	38	19	138	69	38
CGI_10001175	217	161	122	156	22	33
CGI_10001176	32	20	16	29	11	21
CGI_10001177	153	119	84	177	128	34
CGI_10001178	0	0	0	0	1	1
CGI_10001179	3	1	0	6	2	1
CGI_10001180	6	6	4	14	13	3
CGI_10001181	196	182	201	257	156	183
CGI_10001182	2	3	0	2	3	0
CGI_10001183	224	230	376	205	227	139
CGI_10001184	123	162	112	86	46	30
CGI_10001185	438	454	194	259	87	48
CGI_10001186	6	17	9	21	6	5
CGI_10001187	205	219	135	111	63	28
CGI_10001188	493	459	195	679	298	96
CGI_10001189	367	361	139	314	194	128
CGI_10001190	144	173	68	149	240	75
CGI_10001191	44	29	25	42	31	18
CGI_10001192	14	7	12	12	4	1
CGI_10001193	39	46	9	15	21	2
CGI_10001194	9	2	2	17	18	0
CGI_10001195	161	117	97	177	89	84
CGI_10001196	65	19	89	42	278	79
CGI_10001197	0	1	0	1	0	0
CGI_10001198	3	0	10	1	9	1
CGI_10001199	183	129	155	236	115	97
CGI_10001200	229	254	174	212	65	55
CGI_10001202	0	0	0	0	0	0
CGI_10001203	1566	2642	2436	756	237	287
CGI_10001204	267	109	309	346	159	104
CGI_10001206	0	0	0	0	0	0
CGI_10001210	0	0	0	0	1	0
CGI_10001211	22	19	17	25	25	13
CGI_10001212	117	75	92	184	168	84
CGI_10001213	4034	10675	1271	10827	517	150
CGI_10001214	0	0	0	2	3	0
CGI_10001215	0	5	6	1	0	5
CGI_10001216	1	0	0	0	3	12
CGI_10001217	351	256	213	417	238	169
CGI_10001218	0	0	0	1	3	0
CGI_10001219	1	0	2	1	2	1
CGI_10001220	31	24	37	31	74	39
CGI_10001221	16	7	12	39	28	25
CGI_10001222	1282	982	1134	901	400	356
CGI_10001223	813	654	553	500	117	141
CGI_10001224	16	5	1	23	6	0
CGI_10001225	68	35	40	41	46	20
CGI_10001226	300	168	156	321	67	52
CGI_10001227	218	107	129	282	165	94
CGI_10001228	60	44	32	84	75	33
CGI_10001229	142	125	102	202	136	49
CGI_10001230	2	3	0	4	1	0
CGI_10001231	7	0	1	10	1	2
CGI_10001232	371	184	352	217	124	113
CGI_10001233	8	14	5	27	26	19
CGI_10001234	2	11	0	1	5	1
CGI_10001235	169	74	78	229	55	67
CGI_10001236	203	144	192	250	69	113
CGI_10001237	2037	940	1160	417	199	190
CGI_10001238	0	1	1	1	0	0
CGI_10001239	1	0	2	0	2	0
CGI_10001240	2	9	2	4	1	4
CGI_10001241	5	0	2	4	3	4
CGI_10001242	0	0	0	0	0	0
CGI_10001243	1	0	4	0	0	0
CGI_10001244	29	48	21	11	20	6
CGI_10001245	360	261	75	2637	2504	685
CGI_10001246	1020	1243	827	203	109	154
CGI_10001247	230	126	209	169	248	265
CGI_10001248	1	10	2	5	3	4
CGI_10001249	35	15	7	39	5	2
CGI_10001250	447	316	223	697	197	181
CGI_10001251	108	184	165	69	46	45
CGI_10001252	11	1	16	35	4	25
CGI_10001253	37	84	24	36	48	27
CGI_10001254	8	13	11	15	19	7
CGI_10001255	9	10	8	7	5	0
CGI_10001256	2834	1139	494	883	249	664
CGI_10001257	20	13	12	11	4	16
CGI_10001258	9	6	6	9	7	10
CGI_10001259	42	159	114	31	5	10
CGI_10001260	3	3	9	2	0	0
CGI_10001261	213	119	89	242	84	49
CGI_10001262	48	58	50	110	39	33
CGI_10001263	1333	966	698	1332	815	717
CGI_10001264	0	1	2	0	2	0
CGI_10001266	0	0	0	0	0	0
CGI_10001267	1	0	1	0	8	0
CGI_10001268	52	50	25	30	52	8
CGI_10001269	69	88	40	75	25	17
CGI_10001270	152	68	43	398	125	80
CGI_10001271	361	93	138	342	132	175
CGI_10001272	371	508	653	279	118	73
CGI_10001274	0	2	0	5	6	1
CGI_10001276	257	77	196	326	365	92
CGI_10001277	798	694	669	1016	471	522
CGI_10001278	123	66	28	70	48	15
CGI_10001279	22	27	5	26	9	3
CGI_10001280	7	4	1	4	2	0
CGI_10001281	34	118	28	9	28	10
CGI_10001282	0	1	0	0	0	0
CGI_10001283	0	0	0	0	0	0
CGI_10001284	12	6	2	6	1	1
CGI_10001285	55	90	35	65	7	2
CGI_10001286	175	131	90	254	150	58
CGI_10001287	57	97	23	62	29	23
CGI_10001288	96	23	74	59	27	68
CGI_10001292	7	2	4	7	0	2
CGI_10001293	63	54	52	48	18	35
CGI_10001294	0	0	0	0	0	0
CGI_10001295	8	0	0	8	0	2
CGI_10001296	0	2	0	1	0	0
CGI_10001297	1135	489	903	664	260	297
CGI_10001298	0	0	1	0	0	0
CGI_10001299	121	31	66	124	90	106
CGI_10001300	9	38	4	8	26	1
CGI_10001301	382	270	279	473	157	176
CGI_10001302	28	55	56	32	54	35
CGI_10001303	9	10	9	12	18	7
CGI_10001304	3	2	0	2	0	0
CGI_10001305	1	0	0	2	0	0
CGI_10001306	36	28	28	16	8	9
CGI_10001307	12	8	10	6	5	4
CGI_10001308	66	63	142	71	67	93
CGI_10001309	105	46	130	53	21	16
CGI_10001310	256	134	176	238	196	106
CGI_10001311	27	12	19	40	17	3
CGI_10001313	0	3	0	0	2	0
CGI_10001314	12	22	7	7	35	4
CGI_10001315	4	9	7	10	14	4
CGI_10001316	56	77	17	95	52	27
CGI_10001317	737	909	780	758	798	482
CGI_10001318	6	14	7	5	5	1
CGI_10001319	1	0	1	0	0	0
CGI_10001321	2	31	5	1	0	9
CGI_10001322	152	167	108	242	201	95
CGI_10001323	60	56	12	55	21	15
CGI_10001324	4	11	8	9	17	6
CGI_10001325	668	966	540	493	439	243
CGI_10001326	36	21	21	32	14	3
CGI_10001327	0	0	0	0	0	0
CGI_10001328	0	0	0	0	0	0
CGI_10001329	11	14	9	30	50	23
CGI_10001330	1	1	0	1	7	0
CGI_10001331	322	157	169	86	24	37
CGI_10001332	10	12	1	5	3	1
CGI_10001333	611	305	373	704	175	202
CGI_10001334	130	174	149	231	211	162
CGI_10001335	91	108	64	103	34	30
CGI_10001336	22	29	13	35	19	13
CGI_10001337	14	29	9	16	2	5
CGI_10001338	414	249	219	385	159	117
CGI_10001339	78	25	98	47	6	3
CGI_10001340	10	34	9	12	40	17
CGI_10001341	3	19	13	1	5	9
CGI_10001342	146	150	97	211	74	220
CGI_10001343	1	1	2	0	2	0
CGI_10001344	70	88	57	108	75	30
CGI_10001345	55	55	34	132	77	36
CGI_10001346	5	8	5	8	4	5
CGI_10001347	1266	1076	1124	382	196	198
CGI_10001348	294	338	213	242	37	18
CGI_10001349	13	13	11	3	9	7
CGI_10001350	21	13	4	14	2	0
CGI_10001352	134	4	52	398	12	14
CGI_10001353	2	2	4	5	1	1
CGI_10001354	52	24	30	74	27	50
CGI_10001355	3	8	2	2	13	3
CGI_10001356	1	8	0	2	1	0
CGI_10001357	1150	1037	569	560	379	1239
CGI_10001358	884	740	541	1348	831	739
CGI_10001359	2	2	1	0	3	2
CGI_10001360	20	11	12	33	24	34
CGI_10001361	1	17	29	5	42	8
CGI_10001362	164	96	144	152	147	123
CGI_10001363	0	3	0	0	0	0
CGI_10001364	36	63	22	106	48	28
CGI_10001365	69	36	104	36	4	27
CGI_10001366	9	15	262	26	23	109
CGI_10001367	17	13	5	39	12	1
CGI_10001368	4	21	0	3	0	0
CGI_10001369	52	42	52	35	17	29
CGI_10001370	0	0	0	0	0	0
CGI_10001372	63	27	26	153	52	33
CGI_10001373	942	669	793	556	326	248
CGI_10001374	2	4	17	17	2	18
CGI_10001375	265	271	195	256	140	58
CGI_10001376	0	0	3	0	0	0
CGI_10001377	59	43	40	20	8	3
CGI_10001378	0	0	0	0	0	0
CGI_10001379	139	11	95	51	19	48
CGI_10001380	1	0	0	2	1	1
CGI_10001381	91	115	99	144	73	29
CGI_10001382	439	499	287	487	416	392
CGI_10001383	73	50	44	157	24	16
CGI_10001384	62	61	66	86	72	32
CGI_10001385	0	0	0	1	0	0
CGI_10001386	1	0	0	0	0	0
CGI_10001387	36	12	2	16	32	2
CGI_10001388	32	29	9	37	86	14
CGI_10001389	1082	722	130	805	1181	446
CGI_10001390	6	6	10	7	4	2
CGI_10001391	534	864	307	288	161	141
CGI_10001393	2	15	6	20	10	3
CGI_10001394	68	86	42	124	29	11
CGI_10001395	42	42	40	55	38	42
CGI_10001396	23	46	11	28	25	6
CGI_10001397	201	99	96	241	67	54
CGI_10001398	303	358	171	316	152	129
CGI_10001399	33	21	11	25	10	7
CGI_10001400	637	506	620	296	192	134
CGI_10001401	110	88	95	102	60	46
CGI_10001402	0	0	1	1	4	2
CGI_10001403	153	86	1103	72	76	84
CGI_10001404	26	24	12	33	30	1
CGI_10001405	386	383	832	184	40	59
CGI_10001406	25978	19421	19867	16852	20024	15593
CGI_10001407	297	227	167	152	120	43
CGI_10001408	302	119	98	158	56	43
CGI_10001409	830	394	259	620	657	106
CGI_10001410	105	238	84	92	186	78
CGI_10001411	44	72	23	24	43	7
CGI_10001412	8	14	8	7	14	2
CGI_10001413	0	0	0	0	0	0
CGI_10001414	158	121	27	130	125	27
CGI_10001415	2	7	3	3	0	0
CGI_10001416	24	26	23	31	14	18
CGI_10001417	29	13	17	8	8	3
CGI_10001418	417	412	358	324	185	109
CGI_10001419	3	4	2	5	15	4
CGI_10001420	32	22	20	21	15	12
CGI_10001421	3	1	4	3	2	1
CGI_10001422	6	15	20	23	10	9
CGI_10001423	0	0	0	0	0	0
CGI_10001424	0	1	0	0	0	0
CGI_10001426	7	5	22	6	11	8
CGI_10001427	39	0	0	36	0	0
CGI_10001428	17	12	9	11	4	9
CGI_10001429	5	162	9	17	14	7
CGI_10001430	259	300	222	249	141	57
CGI_10001431	0	68	0	0	20	0
CGI_10001432	24986	13002	20633	1132	342	273
CGI_10001433	252	138	226	318	189	154
CGI_10001434	37	26	4	37	22	9
CGI_10001435	0	0	0	0	0	5
CGI_10001436	2	5	4	7	0	1
CGI_10001437	821	426	264	351	155	172
CGI_10001438	0	1	0	2	3	1
CGI_10001439	2	14	0	2	12	0
CGI_10001440	17	58	8	45	16	4
CGI_10001441	29	27	29	94	46	43
CGI_10001442	0	1	3	1	3	4
CGI_10001443	547	288	136	414	395	96
CGI_10001444	4233	4148	316	7081	4061	233
CGI_10001445	528	316	180	541	102	165
CGI_10001446	1593	762	805	666	206	181
CGI_10001447	108	85	38	67	17	8
CGI_10001448	133	57	216	207	122	68
CGI_10001449	22	13	3	19	13	3
CGI_10001450	0	0	0	0	2	0
CGI_10001451	471	458	336	697	576	380
CGI_10001452	0	1	0	0	0	0
CGI_10001453	50	13	11	48	49	24
CGI_10001454	28	3	39	35	2	11
CGI_10001455	10	9	8	8	20	30
CGI_10001456	0	0	1	5	0	0
CGI_10001457	33	31	21	53	21	5
CGI_10001458	2	5	1	0	1	2
CGI_10001459	0	0	2	0	0	0
CGI_10001460	39	10	10	91	36	38
CGI_10001461	3	0	9	2	0	11
CGI_10001462	403	11	58	370	14	104
CGI_10001463	21	9	21	12	12	2
CGI_10001464	210	121	129	390	159	134
CGI_10001465	117	67	69	197	91	59
CGI_10001466	26	9	5	12	21	2
CGI_10001467	4	0	1	3	0	2
CGI_10001468	131	65	40	111	139	81
CGI_10001469	0	4	0	2	3	0
CGI_10001470	37	39	25	65	20	17
CGI_10001471	605	503	872	1190	1213	689
CGI_10001472	15	13	9	34	5	7
CGI_10001473	162	101	128	103	33	17
CGI_10001474	91	119	128	206	97	76
CGI_10001475	6	1	3	10	2	18
CGI_10001476	82	25	24	13	2	2
CGI_10001477	27	18	46	18	29	15
CGI_10001478	375	323	145	878	164	174
CGI_10001479	157	210	69	128	97	21
CGI_10001480	0	0	0	0	0	0
CGI_10001481	10	8	9	81	49	7
CGI_10001482	180	104	108	92	70	55
CGI_10001483	79	24	45	33	3	53
CGI_10001484	0	0	2	0	0	0
CGI_10001485	11	8	7	24	9	5
CGI_10001486	161	117	190	190	204	200
CGI_10001487	0	1	0	0	1	0
CGI_10001488	22	8	11	20	5	6
CGI_10001489	49	39	14	95	56	41
CGI_10001490	165	106	108	153	96	47
CGI_10001491	9	1	0	31	0	1
CGI_10001492	75	43	40	43	41	34
CGI_10001493	6990	9645	971	5971	13793	1462
CGI_10001494	0	0	0	0	0	0
CGI_10001495	0	0	0	0	0	1
CGI_10001496	739	16630	1201	93	15	2
CGI_10001497	4605	39845	6283	777	64	23
CGI_10001498	1	1	0	0	0	0
CGI_10001499	109	47	32	23	39	17
CGI_10001500	3	7	6	2	3	0
CGI_10001501	5	4	1	1	2	0
CGI_10001502	0	1	0	0	0	0
CGI_10001503	6	22	12	24	39	29
CGI_10001504	18	14	10	23	65	11
CGI_10001505	365	341	336	445	445	276
CGI_10001506	2	4	0	2	1	0
CGI_10001507	110	100	83	174	99	66
CGI_10001508	49	47	22	95	12	12
CGI_10001509	0	5	0	0	0	1
CGI_10001510	30	22	22	3	17	11
CGI_10001511	0	6	2	2	0	2
CGI_10001512	23	9	20	24	6	11
CGI_10001513	8	16	4	5	19	0
CGI_10001514	110	65	71	126	44	55
CGI_10001515	106	2	10	61	0	8
CGI_10001516	99	93	50	124	55	40
CGI_10001517	67	63	88	53	32	10
CGI_10001519	17	59	27	14	6	1
CGI_10001520	58	112	53	90	15	5
CGI_10001521	92	108	108	131	64	21
CGI_10001522	803	475	433	737	211	134
CGI_10001523	0	0	8	1	1	14
CGI_10001524	13	23	2	14	11	3
CGI_10001525	1	0	0	0	1	0
CGI_10001526	31	73	7	27	24	10
CGI_10001527	34	17	39	33	4	17
CGI_10001528	71	45	65	34	28	23
CGI_10001529	115	59	76	135	58	50
CGI_10001530	171	136	162	568	389	91
CGI_10001531	81	72	134	161	134	85
CGI_10001532	14	19	15	16	20	17
CGI_10001533	121	169	90	80	40	15
CGI_10001534	1	0	0	0	0	0
CGI_10001535	771	536	720	979	780	684
CGI_10001536	0	0	0	0	0	0
CGI_10001537	17	16	8	5	2	13
CGI_10001538	3667	2440	3225	1688	409	445
CGI_10001539	2	3	3	3	3	3
