Feature ID	2M-Total	4M-Total	6m-Total	2M-HS-Total	4M-HS-Total	6M-HS-Total
CGI_10020014	450	494	268	384	101	124
CGI_10020015	2434	2063	2135	2401	1609	1356
CGI_10020016	0	0	0	0	0	0
CGI_10020017	8	4	3	8	9	3
CGI_10020018	10	20	6	2	18	0
CGI_10020019	1253	440	446	987	713	412
CGI_10020020	578	253	467	604	335	363
CGI_10020021	0	0	0	0	0	0
CGI_10020022	0	0	0	0	0	0
CGI_10020023	10	1	11	11	4	4
CGI_10020024	146	102	124	290	236	235
CGI_10020025	49	18	10	45	18	6
CGI_10020026	0	0	0	0	0	0
CGI_10020027	0	1	0	1	0	0
CGI_10020028	301	178	226	425	426	353
CGI_10020029	45	32	10	84	31	24
CGI_10020030	0	0	3	0	1	0
CGI_10020031	9	10	3	29	11	2
CGI_10020032	499	312	146	345	74	70
CGI_10020033	2	1	6	2	6	1
CGI_10020034	188	41	63	185	49	51
CGI_10020035	19	80	18	30	44	24
CGI_10020036	102	121	65	228	63	72
CGI_10020037	25	11	17	20	7	22
CGI_10020038	26	30	30	15	16	4
CGI_10020039	95	78	298	89	79	113
CGI_10020040	1290	1005	1372	2291	1525	1297
CGI_10020041	56	58	28	116	35	24
CGI_10020042	920	973	1437	482	194	190
CGI_10020043	3218	1540	2266	1331	316	408
CGI_10020044	431	299	190	196	271	152
CGI_10020045	282	108	153	237	19	24
CGI_10020046	10	2	3	29	3	2
CGI_10020047	33	30	10	48	23	12
CGI_10020048	191	151	136	143	61	46
CGI_10020049	478	261	357	436	136	129
CGI_10020050	686	381	282	625	149	287
CGI_10020051	39	26	12	33	10	10
CGI_10020052	89	45	73	145	52	41
CGI_10020053	0	0	0	0	0	0
CGI_10020054	95	33	40	87	45	14
CGI_10020055	31	20	19	16	23	16
CGI_10020056	0	0	0	0	2	0
CGI_10020057	2	16	2	0	4	1
CGI_10020058	0	2	2	0	2	0
CGI_10020059	113	108	108	63	27	32
CGI_10020060	31	39	32	39	8	4
CGI_10020061	185	121	94	120	15	7
CGI_10020062	140	106	92	209	21	3
CGI_10020063	152	164	82	179	38	23
CGI_10020064	362	136	161	1168	600	180
CGI_10020065	2	0	0	1	0	2
CGI_10020066	10	13	2	5	0	1
CGI_10020067	127	75	55	235	47	46
CGI_10020068	37	0	19	28	0	29
CGI_10020069	182	142	71	737	265	94
CGI_10020070	9	6	12	5	5	4
CGI_10020071	9	10	3	7	9	3
CGI_10020072	27	27	19	30	16	8
CGI_10020073	90	46	42	135	71	34
CGI_10020074	273	169	307	241	115	144
CGI_10020075	143	35	29	89	39	45
CGI_10020076	154	28	26	142	21	8
CGI_10020077	557	372	553	294	113	85
CGI_10020078	49	46	41	77	37	40
CGI_10020079	163	206	139	78	132	53
CGI_10020080	5	4	7	5	2	0
CGI_10020081	0	0	0	0	0	0
CGI_10020082	64	118	72	75	71	32
CGI_10020083	0	0	0	0	0	0
CGI_10020084	16	20	34	26	46	52
CGI_10020085	204	383	250	258	223	93
CGI_10020086	120	145	124	123	125	50
CGI_10020087	0	0	0	0	0	0
CGI_10020088	2	1	3	2	8	5
CGI_10020089	12	17	26	12	40	28
CGI_10020090	452	347	288	893	248	318
CGI_10020091	0	0	0	0	0	0
CGI_10020092	850	993	848	389	130	89
CGI_10020093	2	0	0	1	0	0
CGI_10020094	262	142	176	124	28	23
CGI_10020095	147	48	123	96	68	37
CGI_10020096	387	276	328	447	241	297
CGI_10020097	0	3	3	1	4	0
CGI_10020098	33	39	12	97	45	12
CGI_10020099	0	0	0	0	0	0
CGI_10020100	12	134	16	12	226	8
CGI_10020101	0	14	8	1	5	9
CGI_10020102	129	198	217	231	46	54
CGI_10020103	0	0	0	0	0	0
CGI_10020104	16	20	17	40	14	4
CGI_10020105	4322	3659	3515	4128	2474	1461
CGI_10020106	163	227	109	107	128	51
CGI_10020107	27	29	30	24	14	8
CGI_10020108	28	35	39	45	29	22
CGI_10020109	190	156	123	214	182	56
CGI_10020110	18	12	47	28	10	21
CGI_10020111	67	6	16	10	3	2
CGI_10020112	139	29	71	20	12	20
CGI_10020113	29	17	21	62	83	20
CGI_10020114	24	33	3	3	5	8
CGI_10020115	30	9	80	13	11	37
CGI_10020116	2	8	6	2	5	6
CGI_10020117	83	22	19	95	47	13
CGI_10020118	70	74	77	115	64	63
CGI_10020119	849	1316	945	426	406	325
CGI_10020120	5	25	18	3	40	16
CGI_10020121	0	0	0	0	0	0
CGI_10020122	7	7	5	7	7	6
CGI_10020123	194	247	182	195	158	69
CGI_10020124	48	27	51	112	83	113
CGI_10020125	32	21	18	101	31	2
CGI_10020126	329	314	191	489	205	113
CGI_10020127	165	191	100	179	48	32
CGI_10020128	97	89	35	84	65	14
CGI_10020129	15	16	60	12	10	101
CGI_10020130	30	55	298	15	38	411
CGI_10020131	163	1	1	150	0	8
CGI_10020132	154	38	15	145	46	16
CGI_10020133	1374	856	664	872	198	207
CGI_10020134	219	162	71	174	32	28
CGI_10020135	32	32	49	22	16	59
CGI_10020136	279	134	160	181	221	242
CGI_10020137	0	1	3	0	2	8
CGI_10020138	2	3	1	4	2	0
CGI_10020139	167	111	116	263	143	121
CGI_10020140	0	0	0	33	100	17
CGI_10020141	1	0	0	0	0	0
CGI_10020142	39	76	24	81	61	8
CGI_10020143	19	35	20	11	2	13
CGI_10020144	31	14	26	61	5	55
CGI_10020145	0	0	1	0	0	0
CGI_10020146	162	100	61	177	54	18
CGI_10020147	172	151	44	370	43	32
CGI_10020148	17	2	3	5	0	2
CGI_10020149	323	321	370	535	246	302
CGI_10020150	2	1	1	0	0	0
CGI_10020151	2	1	1	2	0	2
CGI_10020152	0	0	0	0	0	0
CGI_10020153	3	1	6	7	9	7
CGI_10020154	160	132	135	146	20	18
CGI_10020155	42	27	36	38	24	26
CGI_10020156	34	2	17	30	9	11
CGI_10020157	20	9	15	12	4	11
CGI_10020158	328	179	291	157	52	55
CGI_10020159	1014	630	726	420	179	213
CGI_10020160	3805	1694	1838	4726	1116	1011
CGI_10020161	1635	1635	1451	1550	976	900
CGI_10020162	419	460	297	303	119	149
CGI_10020163	6	1	3	8	1	1
CGI_10020164	1	0	0	0	0	0
CGI_10020165	19	39	25	14	7	12
CGI_10020166	212	436	365	294	693	193
CGI_10020167	17	20	2	18	21	6
CGI_10020168	34	27	16	26	34	16
CGI_10020169	18	15	13	30	6	12
CGI_10020170	75	109	58	141	112	46
CGI_10020171	8	12	15	28	10	21
CGI_10020172	255	143	174	468	153	173
CGI_10020173	39	231	31	48	180	13
CGI_10020174	3432	2347	3902	2364	1455	1294
CGI_10020175	2	3	1	0	2	1
CGI_10020176	123	178	178	173	190	115
CGI_10020177	0	0	0	0	0	0
CGI_10020178	97	50	40	134	40	13
CGI_10020179	46	55	26	37	11	8
CGI_10020180	0	0	0	0	0	0
CGI_10020181	117	92	82	111	59	40
CGI_10020182	152	92	40	98	72	38
CGI_10020183	2	2	2	19	5	9
CGI_10020184	13	4	6	15	6	20
CGI_10020185	0	0	2	0	0	0
CGI_10020186	1	5	0	4	0	0
CGI_10020187	0	4	0	0	1	0
CGI_10020188	0	1	4	1	0	1
CGI_10020189	1	0	1	0	0	0
CGI_10020190	7	8	51	7	11	44
CGI_10020191	0	0	1	0	0	0
CGI_10020193	0	1	1	3	1	1
CGI_10020194	24	18	19	36	24	17
CGI_10020195	815	495	638	1423	1563	1869
CGI_10020196	46	26	42	94	40	54
CGI_10020197	0	0	2	0	0	0
CGI_10020198	325	191	247	340	169	313
CGI_10020199	106	82	66	90	24	74
CGI_10020200	0	0	0	0	2	0
CGI_10020201	957	742	820	819	934	835
CGI_10020202	4769	4340	3787	2546	1026	1124
CGI_10020203	0	1	0	0	0	0
CGI_10020204	10	10	12	12	14	13
CGI_10020205	0	0	0	0	0	0
CGI_10020206	715	886	607	761	792	396
CGI_10020207	24	6	7	6	3	3
CGI_10020208	201	67	191	218	69	140
CGI_10020209	0	0	0	0	0	0
CGI_10020210	130	85	171	120	75	74
CGI_10020211	68	109	78	25	20	5
CGI_10020212	258	261	130	255	127	73
CGI_10020213	87	80	44	120	182	118
CGI_10020214	1976	1304	902	1768	877	417
CGI_10020215	0	0	0	0	1	0
CGI_10020216	9	4	1	5	1	3
CGI_10020217	6	8	1	10	23	5
CGI_10020218	4	8	2	2	15	1
CGI_10020219	40	32	21	23	21	6
CGI_10020220	118	94	76	56	59	19
CGI_10020221	25	53	28	20	8	7
CGI_10020222	2	0	1	0	0	0
CGI_10020223	4	4	2	7	1	0
CGI_10020224	356	394	362	246	198	101
CGI_10020225	43	26	182	40	50	168
CGI_10020226	1	128	209	5	122	76
CGI_10020227	25	50	44	41	67	64
CGI_10020228	22	14	9	21	38	20
CGI_10020229	195	160	53	296	136	313
CGI_10020230	674	484	339	568	191	102
CGI_10020231	11	4	29	10	9	35
CGI_10020232	359	690	415	167	52	54
CGI_10020233	287	73	106	651	130	51
CGI_10020234	0	0	0	0	0	0
CGI_10020235	21	22	14	17	1	15
CGI_10020236	79	104	53	71	11	5
CGI_10020237	21	28	22	12	7	10
CGI_10020238	1813	1341	1227	1577	278	190
CGI_10020239	0	0	0	0	0	0
CGI_10020240	156	104	148	214	259	211
CGI_10020241	394	346	275	639	244	188
CGI_10020242	0	0	0	0	0	0
CGI_10020243	4	2	0	3	1	0
CGI_10020244	36	40	25	18	5	2
CGI_10020245	83	46	67	53	29	20
CGI_10020246	522	194	787	56	11	20
CGI_10020247	124	43	83	78	16	14
CGI_10020248	341	147	296	206	139	69
CGI_10020249	0	0	0	0	0	0
CGI_10020250	87	81	86	74	35	26
CGI_10020251	41	26	22	23	23	19
CGI_10020253	349	210	230	310	205	201
CGI_10020254	26	19	12	89	62	1
CGI_10020255	442	1720	1140	14834	35	24
CGI_10020256	20	18	10	61	42	12
CGI_10020257	741	745	991	609	315	315
CGI_10020258	127	132	166	184	79	27
CGI_10020259	71	54	98	87	19	45
CGI_10020260	14	0	9	17	0	3
CGI_10020261	2	3	2	5	3	1
CGI_10020262	258	227	395	275	181	289
CGI_10020263	34	34	23	13	6	0
CGI_10020264	1106	824	743	724	496	231
CGI_10020265	2088	1966	1111	1624	1152	612
CGI_10020266	58	42	43	45	11	18
CGI_10020267	142	126	65	323	117	50
CGI_10020268	60	60	45	91	85	39
CGI_10020269	0	0	0	0	0	0
CGI_10020270	271	388	226	410	98	64
CGI_10020272	37	45	29	25	27	16
CGI_10020274	662	345	617	549	417	433
CGI_10020275	119	96	78	115	68	46
CGI_10020276	0	0	0	0	3	0
CGI_10020277	710	320	361	760	676	269
CGI_10020278	10	1	10	5	5	0
CGI_10020279	63	22	22	121	64	79
CGI_10020280	105	39	51	129	46	70
CGI_10020281	71	88	43	61	37	27
CGI_10020282	910	862	634	778	1017	428
CGI_10020283	833	915	461	870	736	240
CGI_10020284	247	263	130	199	115	63
CGI_10020285	83	73	57	128	60	71
CGI_10020286	87	47	24	102	78	46
CGI_10020287	213	188	120	63	13	27
CGI_10020288	348	271	180	168	95	88
CGI_10020289	2	0	0	0	0	0
CGI_10020290	7	7	7	4	4	9
CGI_10020291	3	1	3	0	2	1
CGI_10020292	8	4	0	0	2	0
CGI_10020294	5	1	8	2	2	3
CGI_10020295	162	100	87	92	26	18
CGI_10020296	78	93	50	65	24	42
CGI_10020297	1094	666	291	523	117	85
CGI_10020298	0	0	0	0	0	0
CGI_10020299	5	58	6	26	8	4
CGI_10020300	0	0	0	0	0	0
CGI_10020301	33	21	17	31	5	6
CGI_10020302	10	1	4	2	2	1
CGI_10020303	1177	799	449	949	271	224
CGI_10020304	1	0	1	0	0	0
CGI_10020305	2538	2046	1794	3332	1644	1025
CGI_10020306	137	154	113	150	157	73
CGI_10020307	262	235	561	297	225	419
CGI_10020308	180	120	238	139	116	141
CGI_10020309	286	350	112	128	49	28
CGI_10020310	460	418	349	479	303	205
CGI_10020311	4	0	0	2	3	3
CGI_10020312	29	18	34	50	10	18
CGI_10020313	476	386	671	347	165	124
CGI_10020314	1118	806	933	876	755	556
CGI_10020315	173	170	137	177	44	15
CGI_10020316	36	41	32	29	56	41
CGI_10020317	64	47	37	138	50	31
CGI_10020318	699	264	348	626	151	66
CGI_10020319	140	128	113	213	138	128
CGI_10020320	188	147	81	220	185	107
CGI_10020321	1	0	0	0	1	0
CGI_10020322	36	27	28	84	48	17
CGI_10020323	53	29	56	154	40	19
CGI_10020324	19	18	19	48	20	11
CGI_10020325	2242	2390	1355	1197	459	214
CGI_10020326	21	28	12	39	28	1
CGI_10020327	126	109	114	103	58	29
CGI_10020328	142	72	78	228	97	55
CGI_10020329	344	167	214	442	125	174
CGI_10020330	187	177	254	131	38	53
CGI_10020331	443	419	461	583	330	374
CGI_10020332	17	15	4	25	10	0
CGI_10020333	396	419	161	234	82	129
CGI_10020334	358	439	273	352	65	43
CGI_10020335	250	149	148	414	147	138
CGI_10020336	2503	969	2112	1062	997	807
CGI_10020337	7	8	5	8	2	5
CGI_10020338	46	18	36	29	11	41
CGI_10020339	1946	1514	1405	1432	510	383
CGI_10020340	100	58	67	126	38	30
CGI_10020341	149	129	88	238	53	70
CGI_10020342	59	79	85	58	62	54
CGI_10020343	186	116	91	198	60	80
CGI_10020344	157	89	53	157	29	93
CGI_10020345	3057	2559	1972	1683	291	1137
CGI_10020346	31	15	37	89	50	34
CGI_10020347	270	88	127	240	129	100
CGI_10020348	2	0	1	2	1	1
CGI_10020349	81	61	59	102	35	88
CGI_10020350	122	91	80	135	39	43
CGI_10020351	208	122	109	207	61	47
CGI_10020352	55	48	26	69	19	7
CGI_10020353	1667	1062	1125	2109	578	202
CGI_10020354	654	431	397	658	361	361
CGI_10020355	1	2	1	2	2	3
CGI_10020356	0	1	0	2	0	0
CGI_10020357	17	18	6	18	9	3
CGI_10020358	31	66	39	40	22	11
CGI_10020359	5	12	8	0	5	3
CGI_10020360	33	20	40	56	18	20
CGI_10020361	231	188	195	399	279	188
CGI_10020362	0	0	0	0	0	0
CGI_10020363	147	123	123	145	48	83
CGI_10020364	240	145	137	180	69	54
CGI_10020365	0	0	0	1	0	0
CGI_10020366	19	8	12	18	4	8
CGI_10020367	97	55	44	172	105	52
CGI_10020368	129	82	112	111	81	75
CGI_10020369	39	67	22	36	24	0
CGI_10020370	286	252	192	321	116	139
CGI_10020371	54	29	28	103	37	13
CGI_10020372	830	480	732	652	490	299
CGI_10020373	1026	621	481	618	137	58
CGI_10020374	46	41	30	38	13	10
CGI_10020375	283	260	226	179	50	43
CGI_10020376	187	181	72	137	45	24
CGI_10020377	504	358	280	471	169	80
CGI_10020378	266	282	234	253	72	47
CGI_10020379	131	71	64	352	94	73
CGI_10020380	21	31	34	85	31	22
CGI_10020381	649	623	372	567	440	174
CGI_10020382	465	442	352	755	432	226
CGI_10020383	1	1	0	0	0	1
CGI_10020384	2	4	2	4	4	3
CGI_10020385	0	0	0	0	0	0
CGI_10020386	3562	2371	2599	2713	2423	2843
CGI_10020387	1279	1135	1170	747	325	2964
CGI_10020388	187	399	204	122	44	14
CGI_10020389	66	69	73	132	66	44
CGI_10020390	3	11	2	6	3	1
CGI_10020391	339	357	179	466	317	210
CGI_10020392	19	36	21	8	27	7
CGI_10020393	41	19	19	30	8	11
CGI_10020394	205	220	110	212	159	53
CGI_10020395	23	27	25	23	4	3
CGI_10020396	446	485	356	260	62	76
CGI_10020397	3234	2775	3268	2436	1782	1659
CGI_10020398	20	4	19	12	24	28
CGI_10020399	42	21	55	66	62	42
CGI_10020400	78	52	113	68	49	102
CGI_10020401	1	1	0	0	2	0
CGI_10020402	1	9	3	2	12	5
CGI_10020403	2915	1952	1983	2020	1019	985
CGI_10020404	2	3	0	4	2	1
CGI_10020405	307	269	158	134	61	55
CGI_10020406	222	194	217	114	87	62
CGI_10020407	340	315	260	283	75	66
CGI_10020408	53	20	29	53	39	24
CGI_10020409	7883	3508	2663	4726	567	666
CGI_10020410	359	435	231	154	110	53
CGI_10020411	0	0	0	0	0	1
CGI_10020412	229	258	158	142	44	24
CGI_10020413	1	4	3	4	1	19
CGI_10020414	0	0	0	0	0	0
CGI_10020415	0	0	0	0	2	0
CGI_10020416	17	22	10	8	10	5
CGI_10020417	362	253	240	246	117	185
CGI_10020418	20	35	19	55	42	26
CGI_10020419	7	16	5	4	5	3
CGI_10020420	6	1	2	0	1	0
CGI_10020421	522	745	466	436	103	62
CGI_10020422	129	209	84	132	38	53
CGI_10020424	59	28	23	124	47	17
CGI_10020425	1353	750	851	674	104	175
CGI_10020426	371	578	841	598	433	331
CGI_10020427	11	30	25	20	16	16
CGI_10020428	2070	2373	1958	799	188	75
CGI_10020429	45	14	21	45	55	32
CGI_10020430	12	2	7	0	0	0
CGI_10020431	1642	803	1048	2403	2190	1087
CGI_10020432	471	405	220	1104	318	178
CGI_10020433	158	166	94	201	158	102
CGI_10020434	0	0	1	0	1	0
CGI_10020435	173	50	118	81	25	5
CGI_10020436	219	203	87	287	252	100
CGI_10020437	80	69	54	59	73	51
CGI_10020438	58	47	55	92	30	15
CGI_10020439	16	40	3	20	9	21
CGI_10020440	0	0	0	0	0	0
CGI_10020441	54	65	46	48	16	13
CGI_10020442	83	30	33	162	37	85
CGI_10020443	33	27	34	65	17	7
CGI_10020444	358	200	219	261	45	27
CGI_10020445	103	167	107	200	63	28
CGI_10020446	340	179	181	307	61	66
CGI_10020447	6547	3657	4990	7148	4640	5041
CGI_10020448	1472	610	826	1583	437	366
CGI_10020449	8806	7741	8843	6687	7402	5302
CGI_10020450	38	39	23	48	6	20
CGI_10020451	47	55	31	49	11	8
CGI_10020452	143	203	124	184	47	16
CGI_10020453	55	22	17	141	55	17
CGI_10020454	587	462	375	499	156	103
CGI_10020455	252	272	143	446	170	102
CGI_10020456	0	0	0	0	2	0
CGI_10020457	289	266	177	201	24	20
CGI_10020458	300	382	183	533	328	263
CGI_10020459	77	150	26	80	89	40
CGI_10020460	67	68	83	61	47	45
CGI_10020461	0	0	0	1	2	2
CGI_10020462	293	275	225	367	114	141
CGI_10020463	214	146	92	279	121	74
CGI_10020464	32	22	11	20	22	5
CGI_10020465	163	117	188	138	56	43
CGI_10020466	1	1	2	0	0	2
CGI_10020467	0	0	1	0	0	0
CGI_10020468	15	20	18	1	2	1
CGI_10020469	206	240	165	181	59	26
CGI_10020470	363	394	201	203	58	34
CGI_10020471	584	460	389	365	263	218
CGI_10020472	160	113	33	108	78	10
CGI_10020473	432	491	372	412	357	384
CGI_10020474	2456	2906	1622	1745	1125	645
CGI_10020475	15611	13712	14085	5620	3706	6892
CGI_10020476	43	24	46	55	46	41
CGI_10020477	144	105	90	302	114	79
CGI_10020478	96	85	66	67	55	40
CGI_10020479	169	197	72	128	68	21
CGI_10020480	13	7	16	46	7	11
CGI_10020481	55	46	35	62	4	3
CGI_10020482	786	659	453	990	326	136
CGI_10020483	302	221	193	365	98	74
CGI_10020484	79	96	28	71	34	4
CGI_10020485	313	246	244	507	347	218
CGI_10020486	0	0	0	0	0	0
CGI_10020487	3	3	1	0	3	0
CGI_10020488	343	195	242	549	264	175
CGI_10020489	0	0	0	0	0	0
CGI_10020490	3023	3518	2528	328	81	80
CGI_10020491	10	18	3	27	11	2
CGI_10020492	14	17	14	36	29	16
CGI_10020493	15	7	14	21	10	7
CGI_10020494	203	244	174	122	59	61
CGI_10020495	23	24	13	6	4	0
CGI_10020496	248	256	154	261	125	151
CGI_10020497	0	1	1	7	2	3
CGI_10020498	59	33	53	81	25	8
CGI_10020499	18	6	11	8	12	7
CGI_10020500	194	264	140	128	25	15
CGI_10020501	5	13	7	9	7	3
CGI_10020502	549	442	504	352	229	118
CGI_10020503	133	71	79	154	80	83
CGI_10020504	26	35	9	19	19	11
CGI_10020505	69	75	42	60	48	11
CGI_10020506	592	528	390	543	162	80
CGI_10020507	3	1	0	4	0	0
CGI_10020508	209	421	259	238	250	125
CGI_10020509	0	1	1	0	0	1
CGI_10020510	15	6	4	2	5	0
CGI_10020511	316	354	190	281	53	48
CGI_10020512	23	21	8	84	15	5
CGI_10020513	0	0	0	0	0	0
CGI_10020514	212	128	111	159	71	27
CGI_10020515	147	239	124	188	180	90
CGI_10020516	2520	891	1240	1854	125	61
CGI_10020517	0	0	1	0	1	0
CGI_10020518	100	53	27	61	12	8
CGI_10020519	402	229	233	322	121	92
CGI_10020520	45	32	21	68	28	23
CGI_10020521	700	394	221	2170	375	251
CGI_10020522	7	1	2	7	1	0
CGI_10020523	28	1	142	82	0	24
CGI_10020524	199	52	210	125	22	141
CGI_10020525	115	141	219	94	32	20
CGI_10020526	144	146	119	231	173	125
CGI_10020527	0	0	0	0	2	0
CGI_10020528	16	10	19	41	22	6
CGI_10020530	80	111	52	82	171	39
CGI_10020531	9	16	1	17	8	7
CGI_10020532	257	280	136	599	183	226
CGI_10020533	2078	678	578	164	15	69
CGI_10020534	0	0	0	0	0	0
CGI_10020535	41	22	15	39	7	24
CGI_10020536	8	3	2	3	0	0
CGI_10020537	201	119	120	147	68	28
CGI_10020538	98	185	81	45	70	29
CGI_10020539	120	82	93	163	119	84
CGI_10020540	2558	1238	437	2623	1238	270
CGI_10020541	423	403	514	262	244	147
CGI_10020542	40	12	16	39	20	13
CGI_10020543	222	127	115	135	50	76
CGI_10020544	3315	3123	2319	1231	257	235
CGI_10020545	165	101	127	174	205	119
CGI_10020546	24	22	10	33	6	4
CGI_10020547	76	122	72	48	10	29
CGI_10020548	27	46	13	25	19	14
CGI_10020549	27	16	12	36	15	2
CGI_10020550	25	19	12	69	18	8
CGI_10020551	200	114	82	129	69	5
CGI_10020552	17	33	28	20	8	14
CGI_10020553	360	364	287	311	234	153
CGI_10020554	74	40	31	34	32	9
CGI_10020555	56	65	66	85	46	68
CGI_10020556	42	26	39	67	12	10
CGI_10020557	50	55	48	34	15	7
CGI_10020558	101	68	71	117	35	27
CGI_10020559	206	128	132	247	101	67
CGI_10020560	87	83	68	101	173	78
CGI_10020561	127	75	59	201	69	55
CGI_10020562	75	56	41	52	54	56
CGI_10020563	2775	2577	2749	1194	291	421
CGI_10020564	400	229	166	615	109	116
CGI_10020565	49	20	44	36	50	20
CGI_10020567	3	0	15	0	0	7
CGI_10020568	0	0	0	2	3	0
CGI_10020569	0	0	3	3	0	1
CGI_10020570	2	1	1	0	1	0
CGI_10020571	0	1	0	0	0	0
CGI_10020572	14	3	4	10	12	6
CGI_10020573	1	1	0	1	0	0
CGI_10020574	563	375	543	197	25	50
CGI_10020575	542	377	362	595	240	236
CGI_10020576	2	2	5	1	3	1
CGI_10020577	11	24	21	11	13	7
CGI_10020578	220	153	352	249	148	181
CGI_10020579	37	72	24	56	79	32
CGI_10020580	862	533	565	779	364	144
CGI_10020581	328	303	114	150	83	39
CGI_10020582	180	78	57	149	39	15
CGI_10020584	1636	1315	1286	1231	405	162
CGI_10020585	69	32	26	54	27	20
CGI_10020586	135	115	150	132	65	377
CGI_10020587	271	123	187	326	38	49
CGI_10020588	1	10	4	2	3	0
CGI_10020589	224	101	192	68	24	32
CGI_10020590	100	79	92	59	23	16
CGI_10020591	17	14	12	10	17	1
CGI_10020592	761	823	599	681	143	99
CGI_10020593	35	18	47	20	2	10
CGI_10020594	29	7	31	5	3	1
CGI_10020595	22	18	15	115	41	22
CGI_10020596	35	39	12	39	12	1
CGI_10020598	0	0	0	0	0	0
CGI_10020599	6	10	3	2	4	0
CGI_10020600	104	36	21	25	1	5
CGI_10020601	41	21	40	50	8	20
CGI_10020602	7	8	21	5	4	5
CGI_10020603	43	25	30	131	83	63
CGI_10020604	19	5	9	31	33	0
CGI_10020605	4	3	6	4	0	0
CGI_10020606	184	113	143	301	291	202
CGI_10020607	177	232	1902	79	12	46
CGI_10020608	237	33	136	393	0	9
CGI_10020609	1008	938	380	2316	405	69
CGI_10020610	14	4	6	10	0	2
CGI_10020611	409	256	177	293	58	26
CGI_10020612	2031	616	1073	2345	304	210
CGI_10020613	71	44	42	71	97	155
CGI_10020614	247	145	159	247	223	169
CGI_10020615	12	3	1	10	1	0
CGI_10020616	12	13	9	74	30	4
CGI_10020617	21	3	5	184	14	23
CGI_10020618	1511	1204	1104	1524	1305	696
CGI_10020619	2	1	3	2	12	11
CGI_10020620	3	0	0	0	0	4
CGI_10020621	3	0	3	10	3	7
CGI_10020622	161	106	73	192	94	49
CGI_10020623	31	20	24	68	26	29
CGI_10020624	0	0	0	1	0	0
CGI_10020625	1	3	3	35	70	3
CGI_10020626	347	352	278	154	32	54
CGI_10020627	261	238	192	140	33	18
CGI_10020628	497	286	372	784	557	334
CGI_10020629	352	161	202	808	438	201
CGI_10020630	284	196	112	377	157	99
CGI_10020631	132	143	139	190	354	254
CGI_10020632	355	159	164	320	152	128
CGI_10020633	190	122	85	264	74	49
CGI_10020634	155	111	111	232	76	63
CGI_10020635	178	90	100	245	112	59
CGI_10020636	413	240	311	419	435	447
CGI_10020637	139	136	148	176	142	167
CGI_10020638	1854	1653	957	1309	670	461
CGI_10020639	255	220	240	233	78	162
CGI_10020640	142	98	83	194	40	45
CGI_10020641	340	177	145	498	236	284
CGI_10020642	36	28	23	75	20	13
CGI_10020643	140	107	200	189	117	95
CGI_10020644	23	22	13	14	23	3
CGI_10020645	87	8	31	137	0	28
CGI_10020646	213	165	152	176	37	39
CGI_10020647	1087	871	1064	755	460	492
CGI_10020648	15	3	11	13	13	9
CGI_10020649	0	1	0	1	0	0
CGI_10020650	10	2	0	5	0	1
CGI_10020651	0	3	4	0	0	11
CGI_10020652	3	4	2	2	0	1
CGI_10020653	76	70	48	51	48	28
CGI_10020655	309	285	211	279	90	47
CGI_10020656	73	51	61	12	4	5
CGI_10020657	51	31	44	64	18	23
CGI_10020658	104	50	160	83	41	90
CGI_10020659	49	10	37	20	19	16
CGI_10020660	3583	3919	3248	2934	1922	1715
CGI_10020661	214	416	235	185	53	63
CGI_10020662	35417	20608	23738	11474	7895	5427
CGI_10020663	84	67	51	67	49	12
CGI_10020664	0	0	0	0	0	0
CGI_10020665	13	21	13	9	28	1
CGI_10020666	15	14	5	21	22	4
CGI_10020667	79	29	44	147	107	31
CGI_10020668	18	18	22	24	2	10
CGI_10020669	1037	880	502	658	174	130
CGI_10020670	60	39	34	61	15	13
CGI_10020671	59	40	28	130	36	27
CGI_10020672	1662	1326	785	783	250	149
CGI_10020673	138	71	113	252	60	12
CGI_10020674	160	100	107	161	141	96
CGI_10020675	860	505	691	896	291	397
CGI_10020676	582	500	365	395	114	118
CGI_10020677	1302	1471	1153	714	408	512
CGI_10020678	139	134	160	35	111	33
CGI_10020679	31	48	46	46	8	16
CGI_10020680	2741	2231	2352	2151	2785	1928
CGI_10020681	536	446	515	306	149	208
CGI_10020682	0	0	0	1	0	1
CGI_10020683	2	0	0	0	1	0
CGI_10020684	75	19	26	109	7	64
CGI_10020685	8	5	8	6	3	2
CGI_10020686	83	28	25	169	8	44
CGI_10020687	825	836	633	463	135	119
CGI_10020688	440	333	303	263	134	67
CGI_10020689	257	161	126	431	87	63
CGI_10020690	81	62	71	69	36	15
CGI_10020691	132	115	80	242	28	23
CGI_10020692	13674	14692	11269	14469	112	380
CGI_10020693	186	48	113	1030	0	49
CGI_10020694	26560	19831	26514	12894	3569	2086
CGI_10020695	1042	781	620	704	184	123
CGI_10020696	3325	1304	2634	1014	623	2009
CGI_10020697	0	0	2	0	0	0
CGI_10020698	603	699	450	432	276	176
CGI_10020699	105	158	85	301	158	125
CGI_10020700	29	33	21	56	80	27
CGI_10020701	814	124922	16363	874	100	67
CGI_10020702	6	0	3	2	4	1
CGI_10020703	48	46	19	54	58	22
CGI_10020704	0	0	0	0	0	0
CGI_10020705	6	3	8	3	6	3
CGI_10020706	1	1	0	0	7	0
CGI_10020707	2	5	1	4	3	2
CGI_10020708	135	15	11	193	12	20
CGI_10020709	927	293	537	725	225	190
