baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Column7
CGI_10000304,457.725645630953,0.827918772867262,0.300676959640004,2.75351584590491,0.00589589159759171,0.0354492792607552
CGI_10000321,522.4013442333,2.28497553465936,0.401231841078996,5.6949008047681,1.23443669432619E-08,9.00246988485795E-07
CGI_10000334,297.590233843385,1.28402404192968,0.353315946670697,3.63420913782427,0.000278834619970019,0.00363318479009849
CGI_10000339,52.5769246759011,-1.00402829386001,0.376528803609751,-2.66653781658792,0.00766369838715581,0.0429292450542198
CGI_10000348,22.3047358823829,-1.78678504034395,0.442072734840784,-4.04183497312378,5.3034552445835E-05,0.000981855903389107
CGI_10000380,40.9717259198286,-1.18803683229626,0.417562511845775,-2.84517119854634,0.00443875592856371,0.0288456481783021
CGI_10000381,396.049542612721,0.99480985432374,0.269815787788272,3.68699645961554,0.000226916512716097,0.00310653726901837
CGI_10000388,37.9806290449457,-1.23781665400175,0.425420750968289,-2.90962923455048,0.00361857748033902,0.0247342537679624
CGI_10000402,1207.15861590354,-1.80878398789055,0.432101484531826,-4.18601660174886,2.8389259322898E-05,0.000594438857874655
CGI_10000408,243.177409971667,-2.42538172088118,0.486638481741759,-4.98394971191005,6.22992773662785E-07,2.57521581871815E-05
CGI_10000417,56.2279135354197,-1.12722050668239,0.350313901366133,-3.21774414970836,0.00129203012244887,0.011544943677833
CGI_10000513,3651.55580617634,-2.3814039907115,0.481892913194764,-4.94177010183384,7.74164707843616E-07,3.0998912518665E-05
CGI_10000514,751.769826254919,-2.2905877099366,0.4780895770695,-4.79112664195065,1.65847399920096E-06,5.79408584784597E-05
CGI_10000515,303.43733122734,-2.10586124844603,0.480540498987883,-4.38227631777428,1.17445721783561E-05,0.000291788723291281
CGI_10000516,333.21465338351,-1.93636120574827,0.541329407314438,-3.5770478743334,0.000347496549566036,0.00429998956172682
CGI_10000536,342.883457452403,1.10328782997092,0.298189557091088,3.69995462193166,0.000215638021607605,0.00299563471683336
CGI_10000544,46.5069495913833,-1.60851280233402,0.50109157275319,-3.21001766901853,0.00132726813356509,0.0117367463355364
CGI_10000555,50.9938685345898,1.51130704244944,0.471435297665529,3.20575707829513,0.00134707657279072,0.0118518021404248
CGI_10000580,89.4693649848414,-1.19765413515027,0.356313634810424,-3.36123577136609,0.000775945590310493,0.00783616763191675
CGI_10000585,23.3078848205551,-1.70071592546564,0.456490710194157,-3.72563096572608,0.000194827264655176,0.00275777633659504
CGI_10000590,43.7304237649256,-1.4526050773329,0.407055975520199,-3.56856345242578,0.000358943928900924,0.00441600035684396
CGI_10000602,1092.82260758844,-1.12984208181812,0.370714825960104,-3.04773913180293,0.00230569991875089,0.0176399379503957
CGI_10000610,57.1829180336896,1.25342976044923,0.417928050892684,2.99915202574207,0.00270732181750582,0.0199180791943849
CGI_10000611,325.754059480799,-0.803534688502173,0.291674764144353,-2.75489959119156,0.00587101498342378,0.0353440261713961
